review,translated_review,clean_text,sentiment
good service,pelayanan yang baik,layan,Positive
Good,Bagus,bagus,Positive
"Makanan so far OK cuma kurang bumbu, ambience & service sangat baik + ramah. Well done.","Makanan sejauh ini OK cuma kurang bumbu, suasana & layanan sangat baik + ramah. Bagus sekali.",makan ok bumbu suasana layan ramah bagus,Positive
"Tempat dan makanannya enak, pelayanannya okeee","Tempat dan makanannya enak, pelayanannya okeee",makan enak layan okeee,Positive
Pokonya terbaaik 🙌🏼,Pokonya mantap 🙌🏼,pokok mantap,Positive
"Wah ini tempatnya enak banget gak bohong!! Indoor atau outdoor sama sama enak! Kopinya enak makanannya juga enak, juara pokoknya 👍🏻","Wah ini tempatnya enak banget gak bohong!! Indoor atau outdoor sama sama enak! Kopinya enak makanannya juga enak, juara pokoknya 👍🏻",tempat enak banget bohong indoor outdoor enak kopi enak makan enak juara pokok,Positive
coffeenya enak banget❤️ pelayanannya bagus mas rey🫰🫰,kopinya enak banget❤️ pelayanannya bagus mas rey🫰🫰,kopi enak banget layan bagus mas rey,Positive
Pelayanan nya ramah Makanan nya juga enak👍🏻,Pelayanannya ramah Makanannya juga enak👍🏻,layan ramah makan enak,Positive
Tempatnya cozy,Tempatnya nyaman,tempat nyaman,Positive
Semuanya menyenangkan,Semuanya menyenangkan,senang,Positive
"harga f&b yang affordable, dan rasa yang sesuai. terutama pelayanan yang diberikan oleh waiter ka rei very helpful. Untuk tempat nyaman dingin juga bersih💯","harga f&b yang terjangkau, dan rasa yang sesuai. terutama pelayanan yang diberikan oleh pelayan ka rei sangat membantu. Untuk tempat nyaman dingin juga bersih💯",harga f b jangkau sesuai layan layan kak rei bantu nyaman dingin bersih,Positive
"Nyaman, homey banget, pelayanannya juga bagus banget.. waitersnya ramah ramahh terutamaa ka Rey🙏🏻 the besttt banget lah🔥","Nyaman, homey banget, pelayanannya juga bagus banget.. pelayannya ramah ramahh terutamaa ka Rey🙏🏻 the besttt banget lah🔥",nyaman homey banget layan bagus banget layan ramah ramahh terutamaa kak rey the besttt banget,Positive
"Suasana cozy, estetik buat foto dan nongki, kopi nya enak! Kucing nya lucu 😆","Suasana nyaman, estetik buat foto dan nongki, kopi nya enak! Kucingnya lucu 😆",suasana nyaman estetik foto nongki kopi nya enak kucing lucu,Positive
"Tempatnya cozy buat nongkrong, taste kopi nya oke","Tempatnya nyaman buat nongkrong, cicipi kopinya oke",tempat nyaman nongkrong cicip kopi oke,Positive
Vibesnya enak banget. Kopi aren signaturenya enak,Vibesnya enak banget. Kopi aren khasnya enak,vibesnya enak banget kopi aren khas enak,Positive
"Pelayanan ramah, kopinya enak, tempatnya nyaman.","Pelayanan ramah, kopinya enak, tempatnya nyaman.",layan ramah kopi enak tempat nyaman,Positive
"One of my fave cafe in Bandung! Sambal Matah Karaage has crispy yet soft karaage, topped with sambal matah and seasoned rice. Creamy Mushroom Beef Croissant is the best here in my opinion, with savory cream sauce and melted chewy beef, fabulous. Only get to try a bit of Kungpao Chicken, but definitely will order it next time. Iced Lychee Tea is my Mom’s fave, but for coffee lovers you gotta try their Iced Magic. You can choose between Bold (less acid) and Fruity beans. Overall a great ambience, nice architecture (I believe it was by Aaksen), the indoor is smoking free, less noise, cool with AC, lots of sockets, great taste of music (lol). Also had a superb service here by Kak Dimas, really friendly and polite staff. Thank you so much for the ice cream complimentary! ❤️","Salah satu kafe favorit saya di Bandung! Sambal Matah Karaage memiliki karaage yang renyah namun lembut, diberi sambal matah dan nasi berbumbu. Creamy Mushroom Beef Croissant adalah yang terbaik menurut saya, dengan saus krim gurih dan daging sapi kenyal yang meleleh, luar biasa. Hanya sempat mencoba sedikit Kungpao Chicken, tetapi pasti akan memesannya lain kali. Iced Lychee Tea adalah favorit Ibu saya, tetapi bagi pecinta kopi, Anda harus mencoba Iced Magic mereka. Anda dapat memilih antara Bold (kurang asam) dan Fruity beans. Secara keseluruhan suasananya luar biasa, arsitekturnya bagus (saya rasa itu buatan Aaksen), bagian dalam bebas rokok, lebih sedikit kebisingan, sejuk dengan AC, banyak soket, selera musik yang bagus (lol). Saya juga mendapatkan layanan yang luar biasa di sini oleh Kak Dimas, staf yang sangat ramah dan sopan. Terima kasih banyak untuk es krim gratisnya! ❤️",salah kafe favorit bandung sambal matah karaage milik karaage renyah lembut sambal matah nasi bumbu creamy mushroom beef croissant baik saus krim gurih daging sapi kenyal leleh coba kungpao chicken mes kali iced lychee tea favorit cinta kopi coba iced magic pilih bold asam fruity beans suasana arsitektur bagus buat aaksen bebas rokok bising sejuk ac soket selera musik bagus lol layan kak mas staf ramah sopan terima kasih es krim gratis,Positive
De.u cafe salah satu tempat favorite di Bandung buat saya sekeluarga. Makanan dan minumannya enak semua. Service by kak Dimas nya juga baik sekali. The best cafe in Bandung ❤️,De.u cafe salah satu tempat favorit di Bandung buat saya sekeluarga. Makanan dan minumannya enak semua. Pelayanan dari kak Dimas juga baik sekali. Kafe terbaik di Bandung ❤️,deh lu cafe salah favorit bandung keluarga makan minum enak layan kak mas kafe baik bandung,Positive
most fav cafe di dagoo since 2021‼️‼️ apalagi pelayanannya huhu dan menyediakan tempat like smoking area and non smoking area.,kafe paling favorit di dagoo sejak 2021‼️‼️ apalagi pelayanannya huhu dan menyediakan tempat seperti area merokok dan area bebas rokok.,kafe favorit dagoo layan huhu sedia area rokok area bebas rokok,Positive
terimakasih mas ilham pelanan nya terbaik👍🏻,terima kasih mas ilham pelanannya terbaik👍🏻,terima kasih mas ilham pelan baik,Positive
"Dipake nongkrong enak bangettt, makanannya juga ngenyangin terus ambiencenya enak dipake santaii. Waiters nya ramah ramah, specially ka Dimas ramah dan bantu banget","Dipake nongkrong enak bangettt, makanannya juga ngenyangin terus ambiencenya enak dipake santaii. Pelayannya ramah ramah, khususnya ka Dimas ramah dan bantu banget",pakai nongkrong enak banget makan ngenyangin ambiencenya enak pakai santai layan ramah ramah kak mas ramah bantu banget,Positive
"tempatnya nyaman, makanan enak dan pelayanannya ramahhh✨ kopi susu fav!","tempatnya nyaman, makanan enak dan pelayanannya ramahhh✨ kopi susu fav!",tempat nyaman makan enak layan ramahhh kopi susu favorit,Positive
enak banget tempat nya untuk bersantai dan berbincang-bincang bersama bestie apalagi berdua sama pacar hehe pokonya debes tempat nya 😍,enak banget tempatnya untuk bersantai dan berbincang-bincang bersama bestie apalagi berdua sama pacar hehe pokonya debes tempatnya 😍,enak banget tempat santa bincang bincang bestie dua pacar hehe pokok debes tempat,Positive
"nyaman banget tempatnya, ramah ramah juga waiters nyaa.. rekomen 👍🏻💗","nyaman banget tempatnya, ramah ramah juga pelayannyaa.. rekomen 👍🏻💗",nyaman banget tempat ramah ramah pelayannyaa rekomen,Positive
Untuk makanan dan minuman disini beberapa sangat rekomen bgt terutama untuk de.u coffee suka bgtt.. pelayanannya juga sangat memuaskan terutama dri ka fajar terimakasih sapaan ramahnya hhii.. Suasananya pun sangat cozy untuk area barunya juga instagramable.,Untuk makanan dan minuman disini beberapa sangat rekomen bgt terutama untuk de.u coffee suka bgtt.. pelayanannya juga sangat memuaskan terutama dri ka fajar terimakasih sapaan ramahnya hhii.. Suasananya pun sangat nyaman untuk area barunya juga instagramable.,makan minum rekomen banget deh lu coffee suka banget layan muas kak fajar terimakasih sapa ramah hhii suasana nyaman area baru instagramable,Positive
"Makanan nya enak, minumanya juga enak banget, pelayanan nya ramah ramah, tempat nya enak buat ngopi bareng besti🫶🏻","Makanannya enak, minumannya juga enak banget, pelayanannya ramah ramah, tempatnya enak buat ngopi bareng besti🫶🏻",makan enak minum enak banget layan ramah ramah tempat enak ngopi bareng besti,Positive
"So good for all service! Apalagi mas Fajar, very helpfull","Sangat bagus untuk semua layanan! Apalagi mas Fajar, sangat membantu",bagus layan mas fajar bantu,Positive
Okeee 😚,Okeee 😚,okeee,Positive
"Untuk tempatnya nyaman dan kecepatan intenetnya oke ga lemot! Minuman dan makanannya juga enak.. dari harganya juga sangat terjangkau, disini juga buka sampai malem, jadi ga takut kalau nongkorng kemaleman. Hampir setiap sudut tempat duduk terdapat colokan. Tempatnya persis di samping jalan utama Dipati Ukur, disini juga ada mas reynata, yang sangat membantu dalam memilihkan tempat duduk dan juga menunjukan menu secara ramah dan baik! Terima kasih banyak mas rey!","Untuk tempatnya nyaman dan kecepatan intenetnya oke ga lemot! Minuman dan makanannya juga enak.. dari harganya juga sangat terjangkau, disini juga buka sampai malem, jadi ga takut kalau nongkorng kemaleman. Hampir setiap sudut tempat duduk terdapat colokan. Tempatnya bertahan di samping jalan utama Dipati Ukur, disini juga ada mas reynata, yang sangat membantu dalam memilih tempat duduk dan juga menunjukkan menu secara ramah dan baik! Terima kasih banyak mas rey!",tempat nyaman cepat intenetnya oke lot minum makan enak harga jangkau buka malam takut nongkorng maleman sudut duduk colok tempat tahan samping jalan utama pati ukur mas reynata bantu pilih duduk menu ramah terima kasih mas rey,Positive
"coffee nya enaak!! suka banget coffee strawberry nya dan kalo kesini selalu beli wings sama nachos nya enak langganan, wifi kenceng juga enak buat wfh, dan pelayanannya ramah dari barista nya juga, terutama waiters atas nama Reynata ramah bangeet! sukses untuk Deu Coffee✨","kopinya enaak!! suka banget coffee strawberry nya dan kalo kesini selalu beli sayap sama nachos nya enak langganan, wifi kenceng juga enak buat wfh, dan pelayanannya ramah dari barista nya juga, terutama pelayan atas nama Reynata ramah bangeet! sukses untuk Deu Coffee✨",kopi enaak suka banget coffee strawberry nya kalo kesini beli sayap nachos nya enak langgan wifi kencang enak wfh layan ramah barista nya layan nama reynata ramah banget sukses deu coffee,Positive
"pelayanan dari kak rey oke banget, ramah, friendly sekaliii good job ka rey!!!! gbu","pelayanan dari kak rey oke banget, ramah, ramah sekaliii good job ka rey!!!! gbu",layan kak rey oke banget ramah ramah sekaliii good job kak rey gbu,Positive
Pelayanan dari mas rey sangat baik dan ramah,Pelayanan dari mas rey sangat baik dan ramah,layan mas rey ramah,Positive
Ka dimas.,Ka dimas.,kak mas,Neutral
Cozy makanan enak minuman sedaaap .. thank ka riki pegawai terbaiks...,Cozy makanan enak minuman sedaaap .. terima kasih ka riki pegawai terbaik...,cozy makan enak minum sedaaap terima kasih kak riki pegawai baik,Positive
"Setiap liburan ke bandung pasti mampir ke tempat ini, rekomendasi dari saudara. Tempat yang asik untuk nongkrong, makanan dan minuman nya enak, staff nya ramah Salam dari Bali","Setiap liburan ke bandung pasti mampir ke tempat ini, rekomendasi dari saudara. Tempat yang asik untuk nongkrong, makanan dan minumannya enak, stafnya ramah Salam dari Bali",libur bandung mampir rekomendasi saudara asik nongkrong makan minum enak staf ramah salam bal,Positive
Coffe nya enak!! Makanan nya enak2 juga pelayanan nya kak ricky memuaskan apalagi backyard nya tampilan baru makin nyaman🥳😍🧚🏻‍♀️,Kopinya enak!! Makanan nya enak2 juga pelayanannya kak ricky memuaskan apalagi halaman belakang nya tampilan baru makin nyaman🥳😍🧚🏻‍♀️,kopi enak makan nya enak layan kak ricky muas halaman nya tampil nyaman,Positive
makanan dan minum nya enak dan pelayanan yang memuaskan juga dr kak ricky pokok nga terbaikkkk deuu sukses selalu 🫶,makanan dan minuman nya enak dan pelayanan yang memuaskan juga dr kak ricky pokok nga terbaikkkk deuu sukses selalu 🫶,makan minum nya enak layan muas kak ricky pokok terbaikkkk deuu sukses,Positive
"Hampir setiap minggu ke Klinik Samya dan juga hampir setiap minggu mampir di cafe De.u. overall makanan, coffee, minuman luar biasa. khususnya pelayanan dari salah satu karyawan bernama mas dimas. Selalu sigap, selalu menyapa dan selalu ada dimana - mana. TOP","Hampir setiap minggu ke Klinik Samya dan juga hampir setiap minggu mampir di cafe De.u. keseluruhan makanan, kopi, minuman luar biasa. khususnya pelayanan dari salah satu karyawan bernama mas dimas. Selalu sigap, selalu menyapa dan selalu ada dimana - mana. ATAS",minggu klinik samya minggu mampir cafe deh lu makan kopi minum layan salah karyawan nama mas mas sigap sapa mana,Neutral
Tempat dan pelayanan baik minuman enak. Terutama service dari kak dhymas baik bangett mau suggest tempat yang nyaman 😃,Tempat dan pelayanan baik minuman enak. Terutama pelayanan dari kak dhymas baik bangett mau menyarankan tempat yang nyaman 😃,layan minum enak layan kak dhymas banget saran nyaman,Positive
"Tempat dan pelayanan baik, minumannya enak. Service dari kak dhymas juga baik sekali.","Tempat dan pelayanan baik, minumannya enak. Pelayanan dari kak dhymas juga baik sekali.",layan minum enak layan kak dhymas,Positive
"enak deh tempatnya buat nongkrong, makanann nya juga endulita tak kendul kendul. oh iya, ka dhymas service nya juga keren 🫶🏻","enak deh tempatnya buat nongkrong, makanannya juga endulita tak kendul kendul. oh iya ka dhymas service nya juga keren 🫶🏻",enak deh tempat nongkrong makan endulita kendul kendul oh iya kak dhymas service nya keren,Positive
"Makanannya enak, servis memuaskan dan atmosfir yang menenangkan, saya pribadi merekomendasi untuk mahasiswa atau pekerja untuk mampir dan berkumpul dengan kawan menikmati waktu bersama di de.u Coffee","Makanannya enak, servis memuaskan dan atmosfir yang menenangkan, saya pribadi merekomendasi untuk pelajar atau pekerja untuk mampir dan berkumpul dengan kawan-kawan menikmati waktu bersama di de.u Coffee",makan enak servis muas atmosfir tenang pribadi rekomendasi ajar kerja mampir kumpul kawan kawan nikmat deh lu coffee,Positive
Nyaman,Nyaman,nyaman,Positive
"Tempat oke,makanan oke,pelayanan sangat baik, waiters oke pelayanan ka rey terbaik👌🏻🙏","Tempat oke,makanan oke,pelayanan sangat baik, pelayan oke pelayanan ka rey terbaik👌🏻🙏",oke makan oke layan layan oke layan kak rey baik,Positive
"kopi nya enakk, light meals nya jg enakk. Buat tempatnya jg enak buat nyantai, tempat duduknya juga banyakk, makasi ka ray service nya overall oke bangett","kopi nya enakk, makanan ringan nya jg enakk. Buat tempatnya jg enak buat nyantai, tempat duduknya juga banyakk, makasi ka ray service nya overall oke bangett",kopi nya enakk makan ringan nya enakk tempat enak nyantai duduk banyakk terima kasih kak ray service nya overall oke banget,Positive
Tempatnya enak dan nyaman walaupun cuacanya lagi panas juga tetep adem. Musiknya enak-enak. Semua staff servicenya excellent terutama Mas Rey mantap mas! Semoga bisa terus dijaga ya guys kualitas semuanya! Keep up the good work!,Tempatnya enak dan nyaman walaupun cuacanya lagi panas juga tetep adem. Musiknya enak-enak. Semua staf servicenya sangat baik terutama Mas Rey mantap mas! Semoga bisa terus dijaga ya guys kualitas semuanya! Pertahankan kerja bagus!,tempat enak nyaman cuaca panas adem musik enak enak staf servicenya mas rey mantap mas moga jaga ya guys kualitas tahan kerja bagus,Positive
Staff nya ramah terutama kak rey dateng2 walaupun cuma gerimis kecil tetep anter dan payungin😬 tempat luas dan banyak pilihan outdoor atau indoor,Stafnya ramah terutama kak rey dateng2 walaupun hanya gerimis kecil tetep anter dan payungin😬 tempat luas dan banyak pilihan outdoor atau indoor,staf ramah kak rey gerimis anter payungin luas pilih outdoor indoor,Positive
Enak banget capucino dan pisang goreng karamel...edun euy..... Approved lah,Enak banget capucino dan pisang goreng karamel...edun euy..... Approved lah,enak banget capucino pisang goreng karamel edun euy approved,Positive
"Enak. Nyaman buat nongkrong. Bagian belakang sedang di renov, kalau selesai pasti lebih nyaman lagi. Makanan enak semua, tidak lama juga datang. Colokan banyak. Ada lt 2.","Enak. Nyaman buat nongkrong. Bagian belakang sedang direnovasi, kalau selesai pasti lebih nyaman lagi. Makanan enak semua, tidak lama juga datang. Colokan banyak. Ada lt 2.",enak nyaman nongkrong renovasi selesai nyaman makan enak colok lantai,Positive
"suka sama vibesnya, dan suka sama croissantnya 🫶🏻","suka sama vibesnya, dan suka sama croissantnya 🫶🏻",suka vibesnya suka croissantnya,Positive
pegawainya ramah ramah semuaa satpamnya juga ramah makanannya enak tempatnya nyaman,pegawainya ramah ramah semuaa satpamnya juga ramah makanannya enak tempatnya nyaman,pegawai ramah ramah semuaa satpam ramah makan enak tempat nyaman,Positive
"Disini servicenya bagus banget, khususnya buat a fajar servicenya mantap banget","Disini servicenya bagus banget, khususnya buat fajar servicenya mantap banget",servicenya bagus banget fajar servicenya mantap banget,Positive
"sering ngopi dsini dari dulu sampe sekarang orang orangnya pada ramah, di mulai dari bapa parkir, barista, kasir, sama aku juga suka banget service dari ka adrian kalo ga salah namanya😂 makanannya enak enak ga ada yg gagal 🥹","sering ngopi dsini dari dulu sampe sekarang orang orangnya pada ramah, di mulai dari bapa parkir, barista, kasir, sama aku juga suka banget service dari ka adrian kalo ga salah namanya😂 makanannya enak enak ga ada yg gagal 🥹",ngopi orang orang ramah bapa parkir barista kasir suka banget service kak adrian kalo salah nama makan enak enak gagal,Positive
Sarapan cpt juga dateng makannanya,Sarapan cpt juga kencan makannanya,sarap cepat kencan makannanya,Negative
"Siang-siang ke sini buat nugas. Staffnya ramah dan gercep hehe, inisiatif banget buat ngambilin meja tambahan👍🏻 Di sini nyoba Iced Chocolatenya, enaak! Bukan coklat yang manis, masih cenderung ada paitnya. Rekomen buat nugas✨","Siang-siang ke sini buat nugas. Staffnya ramah dan gercep hehe, inisiatif banget buat ngambilin meja tambahan👍🏻 Di sini nyoba Iced Chocolatenya, enaak! Bukan coklat yang manis, masih cenderung ada paitnya. Rekomen buat nugas✨",siang siang nugas staffnya ramah gercep hehe inisiatif banget ngambilin meja tambah coba iced chocolatenya enaak coklat manis cenderung paitnya rekomen nugas,Positive
"Cocok buat nongkrong ama temen², kalau sendirian dan buat WFH opini pribadi masih ada yang kurang..","Cocok buat nongkrong ama temen², kalau sendirian dan buat WFH opini pribadi masih ada yang kurang..",cocok nongkrong teman wfh opini pribadi,Positive
got the coffee with strawberry was soooo yummy !!,"dapat kopi rasa stroberi, enak banget!!",kopi stroberi enak banget,Positive
"The dining area is mostly outdoors, but there is indoor seating that's non-smoking. Coffee was good, and so were the meals. Atmosphere was pretty chill and tailored for the young demographic","Area makannya sebagian besar berada di luar ruangan, tetapi ada tempat duduk di dalam ruangan yang bebas asap rokok. Kopinya enak, begitu juga makanannya. Suasananya cukup santai dan dirancang khusus untuk anak muda.",area makan ruang duduk ruang bebas asap rokok kopi enak makan suasana santai rancang khusus anak muda,Positive
Pegawainya ramah dan tempatnya bagus.,Pegawainya ramah dan tempatnya bagus.,pegawai ramah tempat bagus,Positive
Tidak cocok untuk meeting karena sangat berisik dg suara orang yg bebas ketawa dan ngobrol. Cocok untuk anak anak muda.,Tidak cocok untuk rapat karena sangat berisik dg suara orang yg bebas ketawa dan ngobrol. Cocok untuk anak muda.,cocok rapat berisik suara orang bebas ketawa obrol cocok anak muda,Positive
"Datang cuma buat ngopi... Pilih yg split shot (espresso + picollo), espressonya lumayan fruity dengan after taste sepet (apa ya bhs indonesianya), dan picollonya balance dengan foam susunya yg tebal enak Suasananya banyak open space dan enak buat nongkrong maupun KDK (kerja dari kafe), apalagi pas pagi atau sore dengan hawa sejuknya Bandung","Datang cuma buat ngopi... Pilih yg split shot (espresso + picollo), espressonya lumayan Fruity dengan aftertaste sepet (apa ya bhs indonesianya), dan picollonya balance dengan foam susunya yg tebal enak Suasananya banyak open space dan enak buat nongkrong maupun KDK (kerja dari kafe), apalagi pas pagi atau sore dengan hawa dinginnya Bandung",ngopi pilih split shot espresso picollo espressonya lumayan fruity aftertaste sepet ya bahasa indonesia picollonya balance foam susu tebal enak suasana open space enak nongkrong kdk kerja kafe pas pagi sore hawa dingin bandung,Positive
Their Clocks is highly recommended!,Jam mereka sangat direkomendasikan!,jam rekomendasi,Positive
good pokonya,pokonya bagus,pokok bagus,Positive
"Pelayanannya bagus banget, tempatnya luas, ada outdoor dan indoor juga, colokan lumayan banyak, harga minumannya dibawah 30 ribu sedangkan makanannya diatas 30 ribu. Mungkin karna tahun baru disini jadi rame banget, kemarin close order dijam 12 dan tutup di 12.30. Ada djnya juga diatas,","Pelayanannya bagus banget, tempatnya luas, ada outdoor dan indoor juga, colokan lumayan banyak, harga minumannya dibawah 30 ribu sedangkan makanannya diatas 30 ribu. Mungkin karna tahun baru disini jadi rame banget, kemarin close order dijam 12 dan tutup jam 12.30. Ada djnya juga diatas,",layan bagus banget tempat luas outdoor indoor colok lumayan harga minum bawah ribu makan atas ribu rame banget kemarin close order jam tutup jam djnya atas,Positive
Suka bgt suasana disini,Suka banget suasana di sini,suka banget suasana,Positive
Adem suasananya.. Kopi nya enak banget Long Black Binatang peliharaan boleh di bawa masuk Bersih nyaman..,Adem suasananya.. Kopi nya enak banget Long Black Binatang peliharaan boleh di bawa masuk Bersih nyaman..,adem suasana kopi nya enak banget long black binatang pelihara bawa masuk bersih nyaman,Positive
"Kopi susu nya enak tempat nya nyaman buat nongkrong apalagi buat nugass, suasana nya enak bangett dann untuk harga masih terjangkau oke waiters nya baik dan ramah jugaa, layanannya bagus banget apalagi mas fajar","Kopi susu nya enak tempatnya nyaman buat nongkrong apalagi buat nugass, suasana nya enak bangett dann untuk harga masih terjangkau oke pelayannya baik dan ramah jugaa, layanannya bagus banget apalagi mas fajar",kopi susu nya enak tempat nyaman nongkrong nugass suasana nya enak banget dann harga jangkau oke layan ramah layan bagus banget mas fajar,Positive
TEMPATNYA NYAMAN PW BGT COFFEENYA ENAK BGT CREAMY TERUTAMA BUAT WAITERSNYA YG NAMANYA FAJAR SANGAT RAMAH SOPAN BINTANG 5!!🥰🥰🥰,TEMPATNYA NYAMAN PW BGT COFFEENYA ENAK BGT CREAMY TERUTAMA BUAT WAITERSNYA YG NAMANYA FAJAR SANGAT RAMAH SOPAN BINTANG 5!!🥰🥰🥰,tempat nyaman pw banget coffeenya enak banget creamy waitersnya nama fajar ramah sopan bintang,Positive
"Nicely designed, clean and bright. Plenty seats available, indoor/outdoor/rooftop. I don’t really like their Long Black. It has strong fruity taste, and the after taste was not right for me. Just okay piccolo, it was acceptable. Price bit high, i could find better coffee with slightly lower price. Pisang goreng delicious good portion. Staff are friendly and accomodating. Best time to visit in my opinion, morning to brunch time, choose the front seat facing, you may get the sunny morning bandung while enjoying the coffee.","Dirancang dengan baik, bersih dan terang. Banyak tempat duduk yang tersedia, di dalam/luar ruangan/atap. Saya tidak begitu suka Long Black mereka. Rasanya buahnya kuat, dan after taste-nya tidak cocok untuk saya. Cukup biasa saja, cukup bisa diterima. Harganya agak mahal, saya bisa menemukan kopi yang lebih enak dengan harga yang sedikit lebih murah. Pisang gorengnya enak dan porsinya banyak. Stafnya ramah dan membantu. Waktu terbaik untuk berkunjung menurut saya, pagi hari sebelum waktu makan siang, pilih tempat duduk yang menghadap ke depan, Anda bisa menikmati pagi yang cerah di Bandung sambil menikmati kopi.",rancang bersih terang duduk sedia ruang atap suka long black buah kuat after taste nya cocok terima harga mahal temu kopi enak harga murah pisang goreng enak porsi staf ramah bantu baik kunjung pagi makan siang pilih duduk hadap nikmat pagi cerah bandung nikmat kopi,Positive
"Tempatnya nyaman dan luas, terdapat indoor & outdoor. Pilihan menu nya terbilang cukup banyak dan ada menu musiman juga. Staff nya ramah terutama jika kalian belum mendapatkan tempat duduk, akan di carikan sama staff nya. Pesanan yg saya pesan raya nya enak mulai dari minuman, desserts dan cemilannya.","Tempatnya nyaman dan luas, terdapat indoor & outdoor. Pilihan menunya terbilang cukup banyak dan ada menu musimannya juga. Staff nya ramah terutama jika kalian belum mendapatkan tempat duduk, akan di carikan sama staff nya. Pesanan yg saya pesan raya nya enak mulai dari minuman, desserts dan cemilannya.",tempat nyaman luas indoor outdoor pilih menu bilang menu musim staff nya ramah duduk cari staff nya pesan pesan raya nya enak minum desserts cemilannya,Positive
The beverage and dessert was really delish! the ambience was really great and feels comfy especially in the evening and golden hour. There's also indoor part for WFC and non smoker. Everything was great but what makes me giving 5 stars is the hospitality! all of the employees are sooo nice and helpful definitely will come back again to this cafe.,"Minuman dan hidangan penutupnya benar-benar lezat! Suasananya benar-benar hebat dan terasa nyaman terutama di malam hari dan saat golden hour. Ada juga bagian dalam untuk WFC dan non-perokok. Semuanya hebat tetapi yang membuat saya memberi 5 bintang adalah keramahtamahannya! Semua karyawannya sangat baik dan membantu, saya pasti akan kembali lagi ke kafe ini.",minum hidang tutup lezat suasana hebat nyaman malam golden hour wfc non okok hebat bintang keramahtamahannya karyawannya bantu kafe,Positive
Enak buat nongki pagi dan ngerjain tugas kuliah maupun kantor 😁 Karena outdoor jadi nyaman banget,Enak buat nongki pagi dan ngerjain tugas kuliah maupun kantor 😁 Karena outdoor jadi nyaman banget,enak nongki pagi ngerjain tugas kuliah kantor outdoor nyaman banget,Positive
kopi sama makanan nya enak! barista nya juga ramah :),kopi sama makanannya enak! barista nya juga ramah :),kopi makan enak barista nya ramah,Positive
"Tempat hangout anakmuda,harga agak overprice kl liat dr tempat yg biasa aja,makanan jg biasa saja,kmrn pesen nasgor keasinan..smoga menjadi perhatian.","Tempat nongkrong anakmuda,harga agak overprice kl liat dr tempat yg biasa aja,makanan jg biasa saja,kmrn pesen nasgor keasinan..smoga menjadi perhatian.",nongkrong anakmuda harga overprice kalo lihat makan kemarin pesan nasgor asin moga perhati,Positive
"Ini hanya masukkan. Dari beberapa bulan lalu, hampir setiap minggu, saya datang ke tempat ini di pagi hari dari mulai jam 10-12an, karena memang tempat ini nyaman dan kopi-nya enak. Selama itu juga, saya selalu mendapati sekumpulan mahasiswa atau karyawan2 yg tidak punya kantor ‘menguasai’ meja besar di ruangan dalam. Mereka selalu berisik. Berisik satu hal tapi yang membuat saya agak terganggu adalah, tidak satu pun dari mereka memesan minuman atau makanan dari tempat ini. Selama dua jam saya duduk di situ, mereka membawa mug sendiri dan hebatnya lagi bawa makanan bungkus sendiri tanpa memesan makanan dari cafe. Hari ini saya kedapatan duduk dekat mereka karena meja di dalam penuh. Kalau pun mereka karyawan tempat ini, seharusnya mereka jangan mengambil tempat/area yang nyaman untuk pengunjung dan kurangi keberisik-annya. Kalau bukan karyawan, seharusnya management cafe ‘aware’ dengan para ‘freeloaders’ seperti itu. Semoga masukkan ini bisa membantu meningkatkan mutu yang sudah bagus.","Ini baru saja diperkenalkan. Dari beberapa bulan lalu, hampir setiap minggu, saya datang ke tempat ini di pagi hari dari mulai jam 10-12an, karena memang tempat ini nyaman dan kopi-nya enak. Selama itu juga, saya selalu melihat sekelompok mahasiswa atau karyawan2 yang tidak punya kantor ‘menguasai’ meja besar di ruangan dalam. Mereka selalu berisik. Berisik satu hal tapi yang membuat saya agak terganggu adalah, tidak satu pun dari mereka memesan minuman atau makanan dari tempat ini. Selama dua jam saya duduk di situ, mereka membawa mug sendiri dan hebatnya lagi membawa makanan bungkus sendiri tanpa memesan makanan dari kafe. Hari ini saya kedap air duduk dekat mereka karena meja di dalam penuh. Kalau pun mereka karyawan tempat ini, seharusnya mereka tidak mengambil tempat/area yang nyaman untuk pengunjung dan kurangi keberisik-annya. Kalau bukan karyawan, seharusnya manajemen kafe ‘aware’ dengan para ‘freeloader’ seperti itu. Semoga memperkenalkan ini bisa membantu meningkatkan mutu yang sudah bagus.",kenal minggu pagi jam an nyaman kopi nya enak kelompok mahasiswa karyawan kantor kuasa meja ruang berisik berisik ganggu mes minum makan jam duduk situ bawa mug hebat bawa makan bungkus mes makan kafe kedap air duduk meja penuh karyawan ambil area nyaman unjung kurang berisik annya karyawan manajemen kafe aware freeloader moga kenal bantu tingkat mutu bagus,Positive
Nyaman,Nyaman,nyaman,Positive
